unique_id,id,name,date,role,kills,deaths,assists,damage_dealt,damage_taken,wards,cs,gold,minutes,champion,op_score,result,num_dbah_players,is_dbah_team
2022-02-19t00:00:00+9:00_033_010_lose_raythar,manual_game_2022-02-19T00:00:00+9:00_033_010_LOSE,Raythar,2022-02-19T00:00:00+9:00,BOT,9,7,5,27394,22321,6,201,14191,33.16666667,Viegar,6.19,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_033_010_lose_dbahdaspooper,manual_game_2022-02-19T00:00:00+9:00_033_010_LOSE,dbahdaspooper,2022-02-19T00:00:00+9:00,SUPPORT,0,10,10,9473,17104,29,54,7895,33.16666667,Seraphine,5.25,LOSE,5,TRUE
2022-02-19t00:00:00+9:00_037_015_win_cllassy66,manual_game_2022-02-19T00:00:00+9:00_037_015_WIN,cllassy66,2022-02-19T00:00:00+9:00,TOP,18,9,12,62456,40687,14,254,19890,37.25,Kayle,7.63,WIN,5,TRUE
2022-02-19t00:00:00+9:00_037_015_win_dbahdaspooper,manual_game_2022-02-19T00:00:00+9:00_037_015_WIN,dbahdaspooper,2022-02-19T00:00:00+9:00,JUNGLE,10,6,28,41264,82843,10,185,16650,37.25,Zac,8.1,WIN,5,TRUE
2022-02-19t00:00:00+9:00_037_015_win_snakebae,manual_game_2022-02-19T00:00:00+9:00_037_015_WIN,snakebae,2022-02-19T00:00:00+9:00,MID,15,13,13,29701,39736,11,148,16573,37.25,Irelia,6.67,WIN,5,TRUE
2022-02-19t00:00:00+9:00_037_015_win_gandalftheblack2,manual_game_2022-02-19T00:00:00+9:00_037_015_WIN,gandalftheblack2,2022-02-19T00:00:00+9:00,BOT,10,8,11,17028,25213,12,163,14220,37.25,Twitch,5.08,WIN,5,TRUE
2022-02-19t00:00:00+9:00_037_015_win_raythar,manual_game_2022-02-19T00:00:00+9:00_037_015_WIN,Raythar,2022-02-19T00:00:00+9:00,SUPPORT,4,6,37,14489,24995,34,43,12990,37.25,Renata Glasc,7.37,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_012_win_cllassy66,manual_game_2022-02-19T00:00:00+9:00_027_012_WIN,cllassy66,2022-02-19T00:00:00+9:00,TOP,11,7,8,16768,24063,9,156,12875,27.2,Kayle,7.72,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_012_win_dbahdaspooper,manual_game_2022-02-19T00:00:00+9:00_027_012_WIN,dbahdaspooper,2022-02-19T00:00:00+9:00,JUNGLE,18,1,17,33150,43850,8,172,15435,27.2,Zac,8.98,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_012_win_snakebae,manual_game_2022-02-19T00:00:00+9:00_027_012_WIN,snakebae,2022-02-19T00:00:00+9:00,MID,5,3,11,15714,12993,8,116,9797,27.2,Cassiopiea,5.81,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_012_win_gandalftheblack2,manual_game_2022-02-19T00:00:00+9:00_027_012_WIN,gandalftheblack2,2022-02-19T00:00:00+9:00,BOT,6,7,12,13537,24009,8,132,10704,27.2,Twitch,6.22,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_012_win_raythar,manual_game_2022-02-19T00:00:00+9:00_027_012_WIN,Raythar,2022-02-19T00:00:00+9:00,SUPPORT,5,0,28,7727,9520,13,33,10130,27.2,Renata Glasc,8.71,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_032_win_cllassy66,manual_game_2022-02-19T00:00:00+9:00_027_032_WIN,cllassy66,2022-02-19T00:00:00+9:00,TOP,3,5,6,18278,20090,9,157,9707,26.53333333,Morekaiser,7.25,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_032_win_dbahdaspooper,manual_game_2022-02-19T00:00:00+9:00_027_032_WIN,dbahdaspooper,2022-02-19T00:00:00+9:00,JUNGLE,17,3,10,23697,32902,9,173,15069,26.53333333,Zac,8.57,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_032_win_snakebae,manual_game_2022-02-19T00:00:00+9:00_027_032_WIN,snakebae,2022-02-19T00:00:00+9:00,MID,9,5,4,13024,17681,8,162,10940,26.53333333,Irelia,6.89,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_032_win_gandalftheblack2,manual_game_2022-02-19T00:00:00+9:00_027_032_WIN,gandalftheblack2,2022-02-19T00:00:00+9:00,BOT,5,6,12,13076,16144,8,147,9905,26.53333333,Sivir,5.83,WIN,5,TRUE
2022-02-19t00:00:00+9:00_027_032_win_raythar,manual_game_2022-02-19T00:00:00+9:00_027_032_WIN,Raythar,2022-02-19T00:00:00+9:00,SUPPORT,3,3,19,7595,8996,22,18,8606,26.53333333,Renata Glasc,7.54,WIN,5,TRUE
2022-02-20t00:00:00+9:00_036_002_win_cllassy66,manual_game_2022-02-20T00:00:00+9:00_036_002_WIN,cllassy66,2022-02-20T00:00:00+9:00,TOP,5,7,3,16376,27348,14,197,12920,36.03333333,Sett,5.75,WIN,5,TRUE
2022-02-20t00:00:00+9:00_036_002_win_codybarrese,manual_game_2022-02-20T00:00:00+9:00_036_002_WIN,codybarrese,2022-02-20T00:00:00+9:00,JUNGLE,3,4,12,6469,31506,12,167,11855,36.03333333,Nunu,6.06,WIN,5,TRUE
2022-02-20t00:00:00+9:00_036_002_win_raythar,manual_game_2022-02-20T00:00:00+9:00_036_002_WIN,Raythar,2022-02-20T00:00:00+9:00,MID,13,1,5,33159,19798,12,270,16476,36.03333333,Anivia,9.31,WIN,5,TRUE
2022-02-20t00:00:00+9:00_036_002_win_wintersisfresh,manual_game_2022-02-20T00:00:00+9:00_036_002_WIN,wintersisfresh,2022-02-20T00:00:00+9:00,BOT,2,3,9,14982,17025,18,249,13374,36.03333333,Jinx,6.61,WIN,5,TRUE
2022-02-20t00:00:00+9:00_036_002_win_100moe,manual_game_2022-02-20T00:00:00+9:00_036_002_WIN,100moe,2022-02-20T00:00:00+9:00,SUPPORT,3,3,10,3752,15098,36,23,8832,36.03333333,Rell,6.36,WIN,5,TRUE
2022-02-20t00:00:00+9:00_035_032_lose_cllassy66,manual_game_2022-02-20T00:00:00+9:00_035_032_LOSE,cllassy66,2022-02-20T00:00:00+9:00,TOP,1,8,2,17760,26168,11,206,10811,34.53333333,Urgot,4.45,LOSE,5,TRUE
2022-02-20t00:00:00+9:00_035_032_lose_codybarrese,manual_game_2022-02-20T00:00:00+9:00_035_032_LOSE,codybarrese,2022-02-20T00:00:00+9:00,JUNGLE,0,7,7,8624,28870,14,132,8715,34.53333333,Volibear,4.21,LOSE,5,TRUE
2022-02-20t00:00:00+9:00_035_032_lose_raythar,manual_game_2022-02-20T00:00:00+9:00_035_032_LOSE,Raythar,2022-02-20T00:00:00+9:00,MID,5,3,3,23988,20151,15,239,12590,34.53333333,Anivia,6.78,LOSE,5,TRUE
2022-02-20t00:00:00+9:00_035_032_lose_wintersisfresh,manual_game_2022-02-20T00:00:00+9:00_035_032_LOSE,wintersisfresh,2022-02-20T00:00:00+9:00,BOT,7,3,5,31339,14366,17,238,12717,34.53333333,Sivir,7,LOSE,5,TRUE
2022-02-20t00:00:00+9:00_035_032_lose_100moe,manual_game_2022-02-20T00:00:00+9:00_035_032_LOSE,100moe,2022-02-20T00:00:00+9:00,SUPPORT,2,9,7,15478,17326,36,23,8212,34.53333333,Brand,5.37,LOSE,5,TRUE
2022-02-20t00:00:00+9:00_026_003_win_cllassy66,manual_game_2022-02-20T00:00:00+9:00_026_003_WIN,cllassy66,2022-02-20T00:00:00+9:00,TOP,9,1,4,15394,19097,7,190,12634,26.05,Garen,8.21,WIN,5,TRUE
2022-02-20t00:00:00+9:00_026_003_win_codybarrese,manual_game_2022-02-20T00:00:00+9:00_026_003_WIN,codybarrese,2022-02-20T00:00:00+9:00,JUNGLE,9,5,7,10186,23778,10,110,9763,26.05,Warwick,6.46,WIN,5,TRUE
2022-02-20t00:00:00+9:00_026_003_win_raythar,manual_game_2022-02-20T00:00:00+9:00_026_003_WIN,Raythar,2022-02-20T00:00:00+9:00,MID,11,2,4,21206,19474,9,175,12011,26.05,Valdamir,7.4,WIN,5,TRUE
2022-02-20t00:00:00+9:00_026_003_win_wintersisfresh,manual_game_2022-02-20T00:00:00+9:00_026_003_WIN,wintersisfresh,2022-02-20T00:00:00+9:00,BOT,8,1,8,26643,13609,11,164,10822,26.05,Sivir,8.5,WIN,5,TRUE
2022-02-20t00:00:00+9:00_026_003_win_100moe,manual_game_2022-02-20T00:00:00+9:00_026_003_WIN,100moe,2022-02-20T00:00:00+9:00,SUPPORT,0,4,17,12433,10315,17,16,7344,26.05,Morgana,7.2,WIN,5,TRUE
2022-02-10t00:00:00+9:00_026_006_win_gandalftheblack2,manual_game_2022-02-10T00:00:00+9:00_026_006_WIN,gandalftheblack2,2022-02-10T00:00:00+9:00,TOP,2,1,28,13144,16119,15,32,8278,26.1,Seraphine,5.86,WIN,5,TRUE
2022-02-10t00:00:00+9:00_026_006_win_raythar,manual_game_2022-02-10T00:00:00+9:00_026_006_WIN,Raythar,2022-02-10T00:00:00+9:00,JUNGLE,14,1,14,18017,29963,1,147,12419,26.1,Skarner,8.06,WIN,5,TRUE
2022-02-10t00:00:00+9:00_026_006_win_braveclue,manual_game_2022-02-10T00:00:00+9:00_026_006_WIN,braveclue,2022-02-10T00:00:00+9:00,MID,7,0,29,13776,12710,10,98,9971,26.1,Soraka,7.64,WIN,5,TRUE
2022-02-10t00:00:00+9:00_026_006_win_wintersisfresh,manual_game_2022-02-10T00:00:00+9:00_026_006_WIN,wintersisfresh,2022-02-10T00:00:00+9:00,BOT,12,5,6,21885,19383,10,185,13731,26.1,Caitlyn,9.3,WIN,5,TRUE
2022-02-10t00:00:00+9:00_026_006_win_cantonesports,manual_game_2022-02-10T00:00:00+9:00_026_006_WIN,cantonesports,2022-02-10T00:00:00+9:00,SUPPORT,6,3,23,27435,16573,9,43,8428,26.1,Viegar,6.63,WIN,5,TRUE
2022-02-10t00:00:00+9:00_031_048_lose_cantonesports,manual_game_2022-02-10T00:00:00+9:00_031_048_LOSE,cantonesports,2022-02-10T00:00:00+9:00,TOP,4,5,8,30064,18320,11,91,8193,30.8,Viegar,6.17,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_031_048_lose_raythar,manual_game_2022-02-10T00:00:00+9:00_031_048_LOSE,Raythar,2022-02-10T00:00:00+9:00,JUNGLE,6,10,9,19293,31363,6,161,12733,30.8,Kayn,6.98,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_031_048_lose_gandalftheblack2,manual_game_2022-02-10T00:00:00+9:00_031_048_LOSE,gandalftheblack2,2022-02-10T00:00:00+9:00,MID,1,5,9,7103,21504,9,106,7570,30.8,Soraka,4.44,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_031_048_lose_snakebae,manual_game_2022-02-10T00:00:00+9:00_031_048_LOSE,snakebae,2022-02-10T00:00:00+9:00,BOT,7,10,4,15423,21808,9,148,11111,30.8,Jinx,4.73,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_031_048_lose_braveclue,manual_game_2022-02-10T00:00:00+9:00_031_048_LOSE,braveclue,2022-02-10T00:00:00+9:00,SUPPORT,0,5,8,4443,23479,32,11,6034,30.8,Janna,5.01,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_040_028_lose_raythar,manual_game_2022-02-10T00:00:00+9:00_040_028_LOSE,Raythar,2022-02-10T00:00:00+9:00,TOP,5,12,7,14325,32042,7,135,10899,40.46666667,Darius,4.32,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_040_028_lose_snakebae,manual_game_2022-02-10T00:00:00+9:00_040_028_LOSE,snakebae,2022-02-10T00:00:00+9:00,JUNGLE,4,12,7,13923,27991,0,157,11217,40.46666667,Diana,4.65,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_040_028_lose_vulcan101,manual_game_2022-02-10T00:00:00+9:00_040_028_LOSE,Vulcan101,2022-02-10T00:00:00+9:00,MID,15,9,8,30869,21245,11,160,14291,40.46666667,Vel Koz,7.72,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_040_028_lose_snivel100,manual_game_2022-02-10T00:00:00+9:00_040_028_LOSE,Snivel100,2022-02-10T00:00:00+9:00,BOT,7,8,10,30713,32630,7,133,11100,40.46666667,Swain,7,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_040_028_lose_ewxipqy,manual_game_2022-02-10T00:00:00+9:00_040_028_LOSE,ewxipqy,2022-02-10T00:00:00+9:00,SUPPORT,2,13,8,7711,23315,11,21,6309,40.46666667,Blitzcrank,3.8,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_040_028_win_ewxipqy,manual_game_2022-02-10T00:00:00+9:00_040_028_WIN,ewxipqy,2022-02-10T00:00:00+9:00,TOP,5,14,10,14561,42198,12,114,11964,40.46666667,Darius,3.74,WIN,5,TRUE
2022-02-10t00:00:00+9:00_040_028_win_vulcan101,manual_game_2022-02-10T00:00:00+9:00_040_028_WIN,Vulcan101,2022-02-10T00:00:00+9:00,JUNGLE,20,13,19,45549,68499,14,144,19131,40.46666667,Warwick,6.31,WIN,5,TRUE
2022-02-10t00:00:00+9:00_040_028_win_snakebae,manual_game_2022-02-10T00:00:00+9:00_040_028_WIN,snakebae,2022-02-10T00:00:00+9:00,MID,9,14,11,33713,44575,13,276,18852,40.46666667,Irelia,6.12,WIN,5,TRUE
2022-02-10t00:00:00+9:00_040_028_win_snivel100,manual_game_2022-02-10T00:00:00+9:00_040_028_WIN,Snivel100,2022-02-10T00:00:00+9:00,BOT,17,9,14,54968,40396,11,225,18578,40.46666667,Ezreal,7.74,WIN,5,TRUE
2022-02-10t00:00:00+9:00_040_028_win_raythar,manual_game_2022-02-10T00:00:00+9:00_040_028_WIN,Raythar,2022-02-10T00:00:00+9:00,SUPPORT,14,7,21,50271,19979,28,77,16557,40.46666667,Xerath,9.2,WIN,5,TRUE
2022-02-10t00:00:00+9:00_030_011_lose_ewxipqy,manual_game_2022-02-10T00:00:00+9:00_030_011_LOSE,ewxipqy,2022-02-10T00:00:00+9:00,TOP,1,13,3,13902,35695,9,99,7199,30.18333333,Nasus,3.72,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_030_011_lose_snakebae,manual_game_2022-02-10T00:00:00+9:00_030_011_LOSE,snakebae,2022-02-10T00:00:00+9:00,JUNGLE,5,11,12,16385,29556,0,173,12453,30.18333333,Diana,5.54,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_030_011_lose_vulcan101,manual_game_2022-02-10T00:00:00+9:00_030_011_LOSE,Vulcan101,2022-02-10T00:00:00+9:00,MID,8,8,3,32511,20823,13,120,10725,30.18333333,Zed,6.51,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_030_011_lose_snivel100,manual_game_2022-02-10T00:00:00+9:00_030_011_LOSE,Snivel100,2022-02-10T00:00:00+9:00,BOT,12,9,12,29965,24893,8,159,13559,30.18333333,Caitlyn,7.22,LOSE,5,TRUE
2022-02-10t00:00:00+9:00_030_011_lose_raythar,manual_game_2022-02-10T00:00:00+9:00_030_011_LOSE,Raythar,2022-02-10T00:00:00+9:00,SUPPORT,11,7,13,20858,22255,13,43,14162,30.18333333,Pyke,6.69,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_022_022_lose_cllassy66,manual_game_2022-02-23T00:00:00+9:00_022_022_LOSE,cllassy66,2022-02-23T00:00:00+9:00,TOP,1,7,2,8801,19461,6,126,7290,22.36666667,Tahm Kench,4.8,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_022_022_lose_codybarrese,manual_game_2022-02-23T00:00:00+9:00_022_022_LOSE,codybarrese,2022-02-23T00:00:00+9:00,JUNGLE,3,7,3,7381,23845,6,89,6856,22.36666667,Sejuani,5.16,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_022_022_lose_snakebae,manual_game_2022-02-23T00:00:00+9:00_022_022_LOSE,snakebae,2022-02-23T00:00:00+9:00,MID,1,11,4,8854,18114,6,71,5736,22.36666667,Irelia,3.38,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_022_022_lose_wintersisfresh,manual_game_2022-02-23T00:00:00+9:00_022_022_LOSE,wintersisfresh,2022-02-23T00:00:00+9:00,BOT,3,5,2,10008,13274,6,159,7727,22.36666667,Ashe,5.99,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_022_022_lose_100moe,manual_game_2022-02-23T00:00:00+9:00_022_022_LOSE,100moe,2022-02-23T00:00:00+9:00,SUPPORT,0,8,3,3329,15237,16,31,4756,22.36666667,Rell,5.24,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_030_044_lose_cllassy66,manual_game_2022-02-23T00:00:00+9:00_030_044_LOSE,cllassy66,2022-02-23T00:00:00+9:00,TOP,0,6,7,8171,32917,6,119,7099,29.73333333,Tahm Kench,4.44,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_030_044_lose_codybarrese,manual_game_2022-02-23T00:00:00+9:00_030_044_LOSE,codybarrese,2022-02-23T00:00:00+9:00,JUNGLE,2,8,4,6657,29884,10,95,7220,29.73333333,Sejuani,3.79,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_030_044_lose_snakebae,manual_game_2022-02-23T00:00:00+9:00_030_044_LOSE,snakebae,2022-02-23T00:00:00+9:00,MID,2,5,3,6253,19044,8,194,9757,29.73333333,Kayle,5.5,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_030_044_lose_dbahdaspooper,manual_game_2022-02-23T00:00:00+9:00_030_044_LOSE,dbahdaspooper,2022-02-23T00:00:00+9:00,BOT,4,9,2,15072,20332,9,169,9289,29.73333333,Corki,4.77,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_030_044_lose_100moe,manual_game_2022-02-23T00:00:00+9:00_030_044_LOSE,100moe,2022-02-23T00:00:00+9:00,SUPPORT,2,9,4,11922,17461,24,35,7650,29.73333333,Morgana,6.07,LOSE,5,TRUE
2022-02-23t00:00:00+9:00_015_021_win_cllassy66,manual_game_2022-02-23T00:00:00+9:00_015_021_WIN,cllassy66,2022-02-23T00:00:00+9:00,TOP,3,0,0,5374,6894,6,92,6335,15.35,Sett,6.17,WIN,5,TRUE
2022-02-23t00:00:00+9:00_015_021_win_codybarrese,manual_game_2022-02-23T00:00:00+9:00_015_021_WIN,codybarrese,2022-02-23T00:00:00+9:00,JUNGLE,1,1,4,2442,11438,5,60,4604,15.35,Nunu,4.93,WIN,5,TRUE
2022-02-23t00:00:00+9:00_015_021_win_snakebae,manual_game_2022-02-23T00:00:00+9:00_015_021_WIN,snakebae,2022-02-23T00:00:00+9:00,MID,4,1,1,4566,2549,4,80,5462,15.35,Cassiopeia,5.17,WIN,5,TRUE
2022-02-23t00:00:00+9:00_015_021_win_dbahdaspooper,manual_game_2022-02-23T00:00:00+9:00_015_021_WIN,dbahdaspooper,2022-02-23T00:00:00+9:00,BOT,9,2,3,9936,6450,5,109,7603,15.35,Varus,6.25,WIN,5,TRUE
2022-02-23t00:00:00+9:00_015_021_win_100moe,manual_game_2022-02-23T00:00:00+9:00_015_021_WIN,100moe,2022-02-23T00:00:00+9:00,SUPPORT,3,0,10,8185,4667,10,6,5887,15.35,Morgana,8.42,WIN,5,TRUE
2022-02-24t00:00:00+9:00_032_018_lose_cllassy66,manual_game_2022-02-24T00:00:00+9:00_032_018_LOSE,cllassy66,2022-02-24T00:00:00+9:00,TOP,9,7,7,23456,35525,14,202,15195,32.3,Urgot,6.99,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_032_018_lose_gandalftheblack2,manual_game_2022-02-24T00:00:00+9:00_032_018_LOSE,gandalftheblack2,2022-02-24T00:00:00+9:00,JUNGLE,7,2,3,13331,28221,12,197,12421,32.3,Lee Sin,5.9,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_032_018_lose_shebbles,manual_game_2022-02-24T00:00:00+9:00_032_018_LOSE,shebbles,2022-02-24T00:00:00+9:00,MID,7,8,4,12902,20288,14,127,10596,32.3,Vi,6.03,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_032_018_lose_dbahdaspooper,manual_game_2022-02-24T00:00:00+9:00_032_018_LOSE,dbahdaspooper,2022-02-24T00:00:00+9:00,BOT,7,9,14,28867,19964,12,168,11994,32.3,Varus,4.97,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_032_018_lose_100moe,manual_game_2022-02-24T00:00:00+9:00_032_018_LOSE,100moe,2022-02-24T00:00:00+9:00,SUPPORT,4,8,11,12562,19312,28,19,8649,32.3,Morgana,6.16,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_033_043_win_cllassy66,manual_game_2022-02-24T00:00:00+9:00_033_043_WIN,cllassy66,2022-02-24T00:00:00+9:00,TOP,5,4,8,14497,24463,11,210,12668,32.71666667,Kayle,6.51,WIN,5,TRUE
2022-02-24t00:00:00+9:00_033_043_win_codybarrese,manual_game_2022-02-24T00:00:00+9:00_033_043_WIN,codybarrese,2022-02-24T00:00:00+9:00,JUNGLE,2,5,20,11326,31911,10,142,10576,32.71666667,Sejuani,6.48,WIN,5,TRUE
2022-02-24t00:00:00+9:00_033_043_win_snakebae,manual_game_2022-02-24T00:00:00+9:00_033_043_WIN,snakebae,2022-02-24T00:00:00+9:00,MID,4,5,14,16964,14317,10,114,8820,32.71666667,Lux,5.82,WIN,5,TRUE
2022-02-24t00:00:00+9:00_033_043_win_dbahdaspooper,manual_game_2022-02-24T00:00:00+9:00_033_043_WIN,dbahdaspooper,2022-02-24T00:00:00+9:00,BOT,15,5,10,35713,22189,10,213,16748,32.71666667,Tristana,7.7,WIN,5,TRUE
2022-02-24t00:00:00+9:00_033_043_win_100moe,manual_game_2022-02-24T00:00:00+9:00_033_043_WIN,100moe,2022-02-24T00:00:00+9:00,SUPPORT,4,4,16,8000,17988,26,22,8077,32.71666667,Rell,7.64,WIN,5,TRUE
2022-02-24t00:00:00+9:00_030_028_lose_cllassy66,manual_game_2022-02-24T00:00:00+9:00_030_028_LOSE,cllassy66,2022-02-24T00:00:00+9:00,TOP,6,9,8,21260,27971,10,100,9335,30.46666667,Malphite,5.81,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_030_028_lose_codybarrese,manual_game_2022-02-24T00:00:00+9:00_030_028_LOSE,codybarrese,2022-02-24T00:00:00+9:00,JUNGLE,6,11,5,9479,37034,11,114,10140,30.46666667,Warwick,5.24,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_030_028_lose_snakebae,manual_game_2022-02-24T00:00:00+9:00_030_028_LOSE,snakebae,2022-02-24T00:00:00+9:00,MID,6,4,6,19905,13893,10,120,10255,30.46666667,Lux,5.51,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_030_028_lose_dbahdaspooper,manual_game_2022-02-24T00:00:00+9:00_030_028_LOSE,dbahdaspooper,2022-02-24T00:00:00+9:00,BOT,1,8,2,12323,18934,9,204,9315,30.46666667,Sivir,4.98,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_030_028_lose_100moe,manual_game_2022-02-24T00:00:00+9:00_030_028_LOSE,100moe,2022-02-24T00:00:00+9:00,SUPPORT,1,10,5,16511,17937,22,30,7311,30.46666667,Morgana,4.91,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_021_013_lose_cllassy66,manual_game_2022-02-24T00:00:00+9:00_021_013_LOSE,cllassy66,2022-02-24T00:00:00+9:00,TOP,2,7,4,9899,17605,5,94,6310,21.21666667,Kayle,5.43,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_021_013_lose_codybarrese,manual_game_2022-02-24T00:00:00+9:00_021_013_LOSE,codybarrese,2022-02-24T00:00:00+9:00,JUNGLE,0,9,4,6124,22372,6,68,4824,21.21666667,Sejuani,4.59,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_021_013_lose_snakebae,manual_game_2022-02-24T00:00:00+9:00_021_013_LOSE,snakebae,2022-02-24T00:00:00+9:00,MID,4,7,1,10082,17363,8,92,6429,21.21666667,Irelia,5.83,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_021_013_lose_dbahdaspooper,manual_game_2022-02-24T00:00:00+9:00_021_013_LOSE,dbahdaspooper,2022-02-24T00:00:00+9:00,BOT,1,7,0,21012,11223,5,84,5327,21.21666667,Ziggs,4.22,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_021_013_lose_100moe,manual_game_2022-02-24T00:00:00+9:00_021_013_LOSE,100moe,2022-02-24T00:00:00+9:00,SUPPORT,1,11,1,9509,22722,9,6,5351,21.21666667,Renata Glasc,4.84,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_029_016_lose_codybarrese,manual_game_2022-02-24T00:00:00+9:00_029_016_LOSE,codybarrese,2022-02-24T00:00:00+9:00,TOP,6,4,1,11400,23016,9,192,11356,29.26666667,Illaoi,5.22,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_029_016_lose_dbahdaspooper,manual_game_2022-02-24T00:00:00+9:00_029_016_LOSE,dbahdaspooper,2022-02-24T00:00:00+9:00,JUNGLE,6,9,14,16861,38750,11,138,10682,29.26666667,Zac,6.1,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_029_016_lose_snakebae,manual_game_2022-02-24T00:00:00+9:00_029_016_LOSE,snakebae,2022-02-24T00:00:00+9:00,MID,11,8,7,20784,29087,9,146,12038,29.26666667,Cassiopeia,7.02,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_029_016_lose_braveclue,manual_game_2022-02-24T00:00:00+9:00_029_016_LOSE,braveclue,2022-02-24T00:00:00+9:00,BOT,6,12,15,17483,19782,11,133,10872,29.26666667,Ezreal,4.76,LOSE,5,TRUE
2022-02-24t00:00:00+9:00_029_016_lose_100moe,manual_game_2022-02-24T00:00:00+9:00_029_016_LOSE,100moe,2022-02-24T00:00:00+9:00,SUPPORT,6,11,18,19021,19256,25,26,10320,29.26666667,Morgana,6.29,LOSE,5,TRUE
2022-02-25t00:00:00+9:00_026_020_lose_snakebae,manual_game_2022-02-25T00:00:00+9:00_026_020_LOSE,snakebae,2022-02-25T00:00:00+9:00,TOP,2,7,4,6310,19516,7,122,7971,26.33333333,Irelia,3.91,LOSE,5,TRUE
2022-02-25t00:00:00+9:00_026_020_lose_gandalftheblack2,manual_game_2022-02-25T00:00:00+9:00_026_020_LOSE,gandalftheblack2,2022-02-25T00:00:00+9:00,JUNGLE,2,5,8,5689,18747,8,125,8074,26.33333333,Skarner,5.29,LOSE,5,TRUE
2022-02-25t00:00:00+9:00_026_020_lose_dbahdaspooper,manual_game_2022-02-25T00:00:00+9:00_026_020_LOSE,dbahdaspooper,2022-02-25T00:00:00+9:00,MID,1,6,5,14852,15639,8,190,8936,26.33333333,Corki,6.28,LOSE,5,TRUE
2022-02-25t00:00:00+9:00_026_020_lose_beastops331,manual_game_2022-02-25T00:00:00+9:00_026_020_LOSE,beastops331,2022-02-25T00:00:00+9:00,BOT,6,7,3,12505,16183,7,168,10431,26.33333333,Tristana,5.4,LOSE,5,TRUE
2022-02-25t00:00:00+9:00_026_020_lose_braveclue,manual_game_2022-02-25T00:00:00+9:00_026_020_LOSE,braveclue,2022-02-25T00:00:00+9:00,SUPPORT,5,5,8,12945,11023,25,56,7996,26.33333333,Lux,6.71,LOSE,5,TRUE
2022-03-02t00:00:00+9:00_034_013_lose_jewflayer,manual_game_2022-03-02T00:00:00+9:00_034_013_LOSE,jewflayer,2022-03-02T00:00:00+9:00,TOP,5,7,3,13399,30975,10,160,11263,34.21666667,Wukong,4.66,LOSE,5,TRUE
2022-03-02t00:00:00+9:00_034_013_lose_ewxipqy,manual_game_2022-03-02T00:00:00+9:00_034_013_LOSE,ewxipqy,2022-03-02T00:00:00+9:00,JUNGLE,2,8,7,9477,42208,9,137,9328,34.21666667,Zac,4.44,LOSE,5,TRUE
